Fund Holdings as of,"05/Apr/2021"
 
Issuer Ticker,Name,Asset Class,Weight (%),Price,Nominal,Market Value,Notional Value,Sector,ISIN,Exchange,Location,Market Currency
"YORW","YORK WATER","Equity","0.01","49.95","8,180.00","408,591.00","408,591.00","Utilities","US9871841089","NASDAQ","United States","USD"
"WIFI","BOINGO WIRELESS INC","Equity","0.01","13.98","29,240.00","408,775.20","408,775.20","Communication","US09739C1027","NASDAQ","United States","USD"
"3962","CHANGE INC","Equity","0.01","32.96","12,400.00","408,698.42","408,698.42","Information Technology","JP3507750002","Tokyo Stock Exchange","Japan","JPY"
"CLDX","CELLDEX THERAPEUTICS INC","Equity","0.01","22.41","18,223.00","408,377.43","408,377.43","Health Care","US15117B2025","NASDAQ","United States","USD"
"WTE","WESTSHORE TERMINALS INVESTMENT COR","Equity","0.01","15.70","26,008.00","408,241.56","408,241.56","Industrials","CA96145A2002","Toronto Stock Exchange","Canada","CAD"
"ISCD","ISRACARD LTD","Equity","0.01","3.62","112,890.00","408,282.71","408,282.71","Financials","IL0011574030","Tel Aviv Stock Exchange","Israel","ILS"
"CAV1V","CAVERION","Equity","0.01","6.19","65,886.00","407,723.21","407,723.21","Industrials","FI4000062781","Nasdaq Omx Helsinki Ltd.","Finland","EUR"
"IRT","INDEPENDENCE REALTY INC TRUST","Equity","0.01","15.49","26,313.00","407,588.37","407,588.37","Real Estate","US45378A1060","New York Stock Exchange Inc.","United States","USD"
"MERC","MERCER INTERNATIONAL INC","Equity","0.01","15.05","27,084.00","407,614.20","407,614.20","Materials","US5880561015","NASDAQ","United States","USD"
"PRDO","PERDOCEO EDUCATION CORP","Equity","0.01","12.59","32,370.00","407,538.30","407,538.30","Consumer Discretionary","US71363P1066","NASDAQ","United States","USD"
"NPK","NATIONAL PRESTO INDUSTRIES INC","Equity","0.01","102.88","3,959.00","407,301.92","407,301.92","Industrials","US6372151042","New York Stock Exchange Inc.","United States","USD"
"ENLT","ENLIGHT RENEWABLE ENERGY LTD","Equity","0.01","1.85","219,817.00","406,465.85","406,465.85","Utilities","IL0007200111","Tel Aviv Stock Exchange","Israel","ILS"
"BCEI","BONANZA CREEK ENERGY INC","Equity","0.01","37.00","10,963.00","405,631.00","405,631.00","Energy","US0977934001","New York Stock Exchange Inc.","United States","USD"
"NLFSK","NILFISK HOLDING","Equity","0.01","30.68","13,205.00","405,096.05","405,096.05","Industrials","DK0060907293","Omx Nordic Exchange Copenhagen A/S","Denmark","DKK"
"4985","EARTH CORP","Equity","0.01","61.38","6,600.00","405,102.83","405,102.83","Consumer Staples","JP3100190002","Tokyo Stock Exchange","Japan","JPY"
"DIGS","GCP STUDENT LIVING PLC","Equity","0.01","2.16","187,572.00","404,456.10","404,456.10","Real Estate","GB00B8460Z43","London Stock Exchange","United Kingdom","GBP"
"MTO","MITIE GROUP PLC","Equity","0.01","0.87","464,620.00","404,095.39","404,095.39","Industrials","GB0004657408","London Stock Exchange","United Kingdom","GBP"
"2337","ICHIGO INC","Equity","0.01","2.95","136,600.00","403,096.20","403,096.20","Real Estate","JP3120010008","Tokyo Stock Exchange","Japan","JPY"
"ALX","ALEXANDERS REIT INC","Equity","0.01","283.51","1,416.00","401,450.16","401,450.16","Real Estate","US0147521092","New York Stock Exchange Inc.","United States","USD"
"ARE","AECON GROUP INC","Equity","0.01","15.86","25,309.00","401,312.98","401,312.98","Industrials","CA00762V1094","Toronto Stock Exchange","Canada","CAD"
"LNA","LNA SANTE SA","Equity","0.01","53.86","7,438.00","400,611.81","400,611.81","Health Care","FR0004170017","Nyse Euronext - Euronext Paris","France","EUR"
"2931","EUGLENA LTD","Equity","0.01","9.91","40,400.00","400,203.39","400,203.39","Consumer Staples","JP3944370000","Tokyo Stock Exchange","Japan","JPY"
"KNL","KNOLL INC","Equity","0.01","16.77","23,827.00","399,578.79","399,578.79","Industrials","US4989042001","New York Stock Exchange Inc.","United States","USD"
"6996","NICHICON CORP","Equity","0.01","10.90","36,600.00","399,115.63","399,115.63","Information Technology","JP3661800007","Tokyo Stock Exchange","Japan","JPY"
"BGN","BANCA GENERALI","Equity","0.01","35.48","11,251.00","399,163.98","399,163.98","Financials","IT0001031084","Borsa Italiana","Italy","EUR"
"LBK","LIBERBANK SA","Equity","0.01","0.35","1,127,758.00","399,175.58","399,175.58","Financials","ES0168675090","Bolsa De Madrid","Spain","EUR"
"GCO","GENESCO INC","Equity","0.01","46.57","8,561.00","398,685.77","398,685.77","Consumer Discretionary","US3715321028","New York Stock Exchange Inc.","United States","USD"
"VALN","VALORA HOLDING AG","Equity","0.01","219.86","1,808.00","397,511.07","397,511.07","Consumer Discretionary","CH0002088976","SIX Swiss Exchange","Switzerland","CHF"
"CPRX","CATALYST PHARMACEUTICALS INC","Equity","0.01","4.73","84,071.00","397,655.83","397,655.83","Health Care","US14888U1016","NASDAQ","United States","USD"
"MVC","METROVACESA SA","Equity","0.01","8.98","44,185.00","396,722.03","396,722.03","Real Estate","ES0105122024","Bolsa De Madrid","Spain","EUR"
"MRN","MERSEN SA","Equity","0.01","36.04","11,009.00","396,812.99","396,812.99","Industrials","FR0000039620","Nyse Euronext - Euronext Paris","France","EUR"
"OFIX","ORTHOFIX MEDICAL INC","Equity","0.01","43.03","9,213.00","396,435.39","396,435.39","Health Care","US68752M1080","NASDAQ","United States","USD"
"XFAB","X-FAB SILICON FOUNDRIES","Equity","0.01","8.97","44,165.00","396,021.37","396,021.37","Information Technology","BE0974310428","Nyse Euronext - Euronext Paris","France","EUR"
"VEC","VECTURA GROUP PLC","Equity","0.01","1.64","241,700.00","396,250.96","396,250.96","Health Care","GB00BKM2MW97","London Stock Exchange","United Kingdom","GBP"
"7779","CYBERDYNE INC","Equity","0.01","5.88","67,300.00","395,972.22","395,972.22","Health Care","JP3311530004","Tokyo Stock Exchange","Japan","JPY"
"PFD","PREMIER FOODS PLC","Equity","0.01","1.31","300,858.00","395,425.22","395,425.22","Consumer Staples","GB00B7N0K053","London Stock Exchange","United Kingdom","GBP"
"INN","SUMMIT HOTEL PROPERTIES REIT INC","Equity","0.01","10.39","38,057.00","395,412.23","395,412.23","Real Estate","US8660821005","New York Stock Exchange Inc.","United States","USD"
"KELYA","KELLY SERVICES INC CLASS A","Equity","0.01","23.63","16,714.00","394,951.82","394,951.82","Industrials","US4881522084","NASDAQ","United States","USD"
"659","NWS HOLDINGS LTD","Equity","0.01","1.06","371,000.00","395,056.46","395,056.46","Industrials","BMG668971101","Hong Kong Exchanges And Clearing Ltd","Hong Kong","HKD"
"6641","NISSIN ELECTRIC LTD","Equity","0.01","11.37","34,700.00","394,464.97","394,464.97","Industrials","JP3677600003","Tokyo Stock Exchange","Japan","JPY"
"CO","CASINO GUICHARD PERRACHON SA","Equity","0.01","33.72","11,705.00","394,693.92","394,693.92","Consumer Staples","FR0000125585","Nyse Euronext - Euronext Paris","France","EUR"
"PAHC","PHIBRO ANIMAL HEALTH CORP CLASS A","Equity","0.01","25.11","15,636.00","392,619.96","392,619.96","Health Care","US71742Q1067","NASDAQ","United States","USD"
"ARCH","ARCH RESOURCES INC CLASS A","Equity","0.01","43.75","8,961.00","392,043.75","392,043.75","Energy","US03940R1077","New York Stock Exchange Inc.","United States","USD"
"5715","FURUKAWA LTD","Equity","0.01","12.13","32,300.00","391,817.32","391,817.32","Industrials","JP3826800009","Tokyo Stock Exchange","Japan","JPY"
"BAB","BABCOCK INTERNATIONAL GROUP PLC","Equity","0.01","3.29","118,924.00","391,588.13","391,588.13","Industrials","GB0009697037","London Stock Exchange","United Kingdom","GBP"
"SP","SP PLUS CORP","Equity","0.01","33.36","11,724.00","391,112.64","391,112.64","Industrials","US78469C1036","NASDAQ","United States","USD"
"OPCE","OPC ENERGY LTD","Equity","0.01","10.27","38,064.00","391,025.17","391,025.17","Utilities","IL0011415713","Tel Aviv Stock Exchange","Israel","ILS"
"KGN","KOGAN.COM LTD","Equity","0.01","9.54","40,915.00","390,132.11","390,132.11","Consumer Discretionary","AU000000KGN2","Asx - All Markets","Australia","AUD"
"VEC","VECTRUS INC","Equity","0.01","54.73","7,110.00","389,130.30","389,130.30","Industrials","US92242T1016","New York Stock Exchange Inc.","United States","USD"
"OSUR","ORASURE TECHNOLOGIES INC","Equity","0.01","11.19","34,814.00","389,394.59","389,394.59","Health Care","US68554V1089","NASDAQ","United States","USD"
"4887","SAWAI GROUP HOLDINGS LTD","Equity","0.01","47.85","8,100.00","387,587.96","387,587.96","Health Care","JP3323040000","Tokyo Stock Exchange","Japan","JPY"
"KRNY","KEARNY FINANCIAL TEST CORP","Equity","0.01","12.34","31,379.00","387,216.86","387,216.86","Financials","US48716P1084","NASDAQ","United States","USD"
"PFG","PROVIDENT FINANCIAL PLC","Equity","0.01","3.16","122,423.00","387,461.36","387,461.36","Financials","GB00B1Z4ST84","London Stock Exchange","United Kingdom","GBP"
"HOC","HOCHSCHILD MINING PLC","Equity","0.01","2.81","137,744.00","387,342.24","387,342.24","Materials","GB00B1FW5029","London Stock Exchange","United Kingdom","GBP"
"USM","UNITED STATES CELLULAR CORP","Equity","0.01","37.68","10,267.00","386,860.56","386,860.56","Communication","US9116841084","New York Stock Exchange Inc.","United States","USD"
"FBNC","FIRST BANCORP","Equity","0.01","44.22","8,747.00","386,792.34","386,792.34","Financials","US3189101062","NASDAQ","United States","USD"
"STFC","STATE AUTO FINANCIAL CORP","Equity","0.01","19.75","19,559.00","386,290.25","386,290.25","Financials","US8557071052","NASDAQ","United States","USD"
"EAF","GRAFTECH INTERNATIONAL LTD","Equity","0.01","12.43","30,997.00","385,292.71","385,292.71","Industrials","US3843135084","New York Stock Exchange Inc.","United States","USD"
"ENC","ENCE ENERGIA Y CELULOSA SA","Equity","0.01","4.90","78,646.00","385,266.09","385,266.09","Materials","ES0130625512","Bolsa De Madrid","Spain","EUR"
"8133","ITOCHU ENEX LTD","Equity","0.01","9.96","38,600.00","384,475.42","384,475.42","Energy","JP3144000001","Tokyo Stock Exchange","Japan","JPY"
"RWAY","RAI WAY SPA","Equity","0.01","5.67","67,629.00","383,400.92","383,400.92","Communication","IT0005054967","Borsa Italiana","Italy","EUR"
"INSG","INSEEGO CORP","Equity","0.01","9.65","39,701.00","383,114.65","383,114.65","Information Technology","US45782B1044","NASDAQ","United States","USD"
"BATRK","LIBERTY MEDIA LIBERTY BRAVES CORP","Equity","0.01","29.01","13,199.00","382,902.99","382,902.99","Communication","US5312298889","NASDAQ","United States","USD"
"HOME","NEINOR HOMES SA","Equity","0.01","12.65","30,276.00","382,930.61","382,930.61","Consumer Discretionary","ES0105251005","Bolsa De Madrid","Spain","EUR"
"CARS","CARS.COM INC","Equity","0.01","13.42","28,496.00","382,416.32","382,416.32","Communication","US14575E1055","New York Stock Exchange Inc.","United States","USD"
"TBCG","TBC BANK GROUP PLC","Equity","0.01","14.17","26,973.00","382,244.36","382,244.36","Financials","GB00BYT18307","London Stock Exchange","United Kingdom","GBP"
"4680","ROUND ONE CORP","Equity","0.01","10.82","35,300.00","382,054.75","382,054.75","Consumer Discretionary","JP3966800009","Tokyo Stock Exchange","Japan","JPY"
"7862","TOPPAN FORMS LTD","Equity","0.01","10.26","37,200.00","381,677.03","381,677.03","Industrials","JP3629200001","Tokyo Stock Exchange","Japan","JPY"
"PING","PING IDENTITY HOLDING CORP","Equity","0.01","22.80","16,731.00","381,466.80","381,466.80","Information Technology","US72341T1034","New York Stock Exchange Inc.","United States","USD"
"DNORD","DAMPSKIBSSELSKABET NORDEN","Equity","0.01","23.32","16,357.00","381,403.01","381,403.01","Industrials","DK0060083210","Omx Nordic Exchange Copenhagen A/S","Denmark","DKK"
"3632","GREE INC","Equity","0.01","5.28","72,300.00","381,407.36","381,407.36","Communication","JP3274070006","Tokyo Stock Exchange","Japan","JPY"
"COOR","COOR SERVICE MANAGEMENT HOLDING","Equity","0.01","8.15","46,624.00","379,994.60","379,994.60","Industrials","SE0007158829","Nasdaq Omx Nordic","Sweden","SEK"
"YMAB","Y MABS THERAPEUTICS INC","Equity","0.01","30.62","12,420.00","380,300.40","380,300.40","Health Care","US9842411095","NASDAQ","United States","USD"
"3492","TAKARA LEBEN REAL ESTATE REIT CORP","Equity","0.01","1,040.54","365.00","379,797.52","379,797.52","Real Estate","JP3048750008","Tokyo Stock Exchange","Japan","JPY"
"RYTM","RHYTHM PHARMACEUTICALS INC","Equity","0.01","22.18","17,102.00","379,322.36","379,322.36","Health Care","US76243J1051","NASDAQ","United States","USD"
"KLR","KELLER GROUP PLC","Equity","0.01","11.28","33,485.00","377,761.76","377,761.76","Industrials","GB0004866223","London Stock Exchange","United Kingdom","GBP"
"CJR.B","CORUS ENTERTAINMENT INC CLASS B","Equity","0.01","4.62","81,878.00","378,044.37","378,044.37","Communication","CA2208741017","Toronto Stock Exchange","Canada","CAD"
"AAD","AMADEUS FIRE AG","Equity","0.01","152.91","2,462.00","376,460.87","376,460.87","Industrials","DE0005093108","Xetra","Germany","EUR"
"PNI","PINNACLE INVESTMENT MANAGEMENT GRO","Equity","0.01","7.13","52,734.00","376,214.09","376,214.09","Financials","AU000000PNI7","Asx - All Markets","Australia","AUD"
"MRC","MRC GLOBAL INC","Equity","0.01","9.62","39,105.00","376,190.10","376,190.10","Industrials","US55345K1034","New York Stock Exchange Inc.","United States","USD"
"1686","SUNEVISION HOLDINGS LTD","Equity","0.01","1.02","366,000.00","375,140.82","375,140.82","Information Technology","KYG857001054","Hong Kong Exchanges And Clearing Ltd","Hong Kong","HKD"
"REPL","REPLIMUNE GROUP INC","Equity","0.01","31.17","12,035.00","375,130.95","375,130.95","Health Care","US76029N1063","NASDAQ","United States","USD"
"SVM","SILVERCORP METALS INC","Equity","0.01","5.11","73,286.00","374,669.81","374,669.81","Materials","CA82835P1036","Toronto Stock Exchange","Canada","CAD"
"AERI","AERIE PHARMACEUTICALS INC","Equity","0.01","18.16","20,619.00","374,441.04","374,441.04","Health Care","US00771V1089","NASDAQ","United States","USD"
"7250","PACIFIC INDUSTRIAL LTD","Equity","0.01","11.63","32,200.00","374,523.99","374,523.99","Consumer Discretionary","JP3448400006","Tokyo Stock Exchange","Japan","JPY"
"RMAX","RE MAX HOLDINGS INC CLASS A","Equity","0.01","40.79","9,173.00","374,166.67","374,166.67","Real Estate","US75524W1080","New York Stock Exchange Inc.","United States","USD"
"SRG","SERITAGE GROWTH PROPERTIES CLA","Equity","0.01","19.38","19,177.00","371,650.26","371,650.26","Real Estate","US81752R1005","New York Stock Exchange Inc.","United States","USD"
"NVG","THE NAVIGATOR COMPANY SA","Equity","0.01","3.29","112,825.00","371,395.25","371,395.25","Materials","PTPTI0AM0006","Nyse Euronext - Euronext Lisbon","Portugal","EUR"
"ZNTL","ZENTALIS PHARMACEUTICALS INC","Equity","0.01","43.75","8,475.00","370,781.25","370,781.25","Health Care","US98943L1070","NASDAQ","United States","USD"
"BKL","BLACKMORES LTD","Equity","0.01","61.29","6,037.00","369,987.79","369,987.79","Consumer Staples","AU000000BKL7","Asx - All Markets","Australia","AUD"
"MS","MEDIASET","Equity","0.01","2.90","127,390.00","370,041.29","370,041.29","Communication","IT0001063210","Borsa Italiana","Italy","EUR"
"BCOR","BLUCORA INC","Equity","0.01","17.00","21,753.00","369,801.00","369,801.00","Financials","US0952291005","NASDAQ","United States","USD"
"9474","ZENRIN LTD","Equity","0.01","12.08","30,600.00","369,528.31","369,528.31","Communication","JP3430400006","Tokyo Stock Exchange","Japan","JPY"
"OBEL","ORANGE BELGIUM SA","Equity","0.01","27.31","13,530.00","369,552.03","369,552.03","Communication","BE0003735496","Nyse Euronext - Euronext Brussels","Belgium","EUR"
"6376","NIKKISO LTD","Equity","0.01","10.54","35,000.00","368,956.28","368,956.28","Industrials","JP3668000007","Tokyo Stock Exchange","Japan","JPY"
"2471","S-POOL INC","Equity","0.01","9.82","37,500.00","368,411.49","368,411.49","Industrials","JP3163900008","Tokyo Stock Exchange","Japan","JPY"
"435","SUNLIGHT REAL ESTATE INVESTMENT TR","Equity","0.01","0.54","686,000.00","367,887.55","367,887.55","Real Estate","HK0435036626","Hong Kong Exchanges And Clearing Ltd","Hong Kong","HKD"
"3865","HOKUETSU CORP","Equity","0.01","5.23","70,200.00","367,142.14","367,142.14","Materials","JP3841800000","Tokyo Stock Exchange","Japan","JPY"
"7287","NIPPON SEIKI LTD","Equity","0.01","11.80","31,100.00","367,094.93","367,094.93","Consumer Discretionary","JP3720600000","Tokyo Stock Exchange","Japan","JPY"
"4282","EPS HOLDINGS INC","Equity","0.01","10.74","34,200.00","367,354.61","367,354.61","Health Care","JP3130770005","Tokyo Stock Exchange","Japan","JPY"
"3468","STAR ASIA INVESTMENT REIT CORP","Equity","0.01","493.03","744.00","366,815.27","366,815.27","Real Estate","JP3048200004","Tokyo Stock Exchange","Japan","JPY"
"LLBN","LIECHTENSTEINISCHE LANDESBANK AG","Equity","0.01","57.31","6,396.00","366,577.94","366,577.94","Financials","LI0355147575","SIX Swiss Exchange","Switzerland","CHF"
"RLAY","RELAY THERAPEUTICS INC","Equity","0.01","38.19","9,595.00","366,433.05","366,433.05","Health Care","US75943R1023","NASDAQ","United States","USD"
"6794","FOSTER ELECTRIC LTD","Equity","0.01","11.90","30,700.00","365,439.69","365,439.69","Consumer Discretionary","JP3802800007","Tokyo Stock Exchange","Japan","JPY"
"ZEL","Z ENERGY LTD","Equity","0.01","1.99","183,372.00","365,104.84","365,104.84","Energy","NZZELE0001S1","New Zealand Exchange Ltd","New Zealand","NZD"
"CDA","COMPAGNIE DES ALPES SA","Equity","0.01","26.31","13,876.00","365,086.65","365,086.65","Consumer Discretionary","FR0000053324","Nyse Euronext - Euronext Paris","France","EUR"
"LORL","LORAL SPACE AND COMMUNICATIONS INC","Equity","0.01","39.18","9,313.00","364,883.34","364,883.34","Communication","US5438811060","NASDAQ","United States","USD"
"PCTN","PICTON PROPERTY INCOME LTD","Equity","0.01","1.21","302,569.00","364,884.84","364,884.84","Real Estate","GB00B0LCW208","London Stock Exchange","United Kingdom","GBP"
"3182","OISIX RA DAICHI INC","Equity","0.01","26.64","13,700.00","364,968.45","364,968.45","Consumer Discretionary","JP3174190003","Tokyo Stock Exchange","Japan","JPY"
"2681","GEO HOLDINGS CORP","Equity","0.01","10.95","33,300.00","364,641.58","364,641.58","Consumer Discretionary","JP3282400005","Tokyo Stock Exchange","Japan","JPY"
"SBANK","SBANKEN","Equity","0.01","9.67","37,694.00","364,664.16","364,664.16","Financials","NO0010739402","Oslo Bors Asa","Norway","NOK"
"CLA B","CLOETTA","Equity","0.01","2.96","122,827.00","364,048.83","364,048.83","Consumer Staples","SE0002626861","Nasdaq Omx Nordic","Sweden","SEK"
"SXL","SOUTHERN CROSS MEDIA GROUP LTD","Equity","0.01","1.61","225,258.00","363,433.85","363,433.85","Communication","AU000000SXL4","Asx - All Markets","Australia","AUD"
"HBRN","HIBERNIA REIT PLC","Equity","0.01","1.34","270,967.00","363,179.67","363,179.67","Real Estate","IE00BGHQ1986","Irish Stock Exchange - All Market","Ireland","EUR"
"UEIC","UNIVERSAL ELECTRONICS INC","Equity","0.01","56.80","6,392.00","363,065.60","363,065.60","Consumer Discretionary","US9134831034","NASDAQ","United States","USD"
"ATRS","ANTARES PHARMA INC","Equity","0.01","4.21","86,197.00","362,889.37","362,889.37","Health Care","US0366421065","NASDAQ","United States","USD"
"BFS","SAUL CENTERS REIT INC","Equity","0.01","40.88","8,850.00","361,788.00","361,788.00","Real Estate","US8043951016","New York Stock Exchange Inc.","United States","USD"
"KOMN","KOMAX HOLDING AG","Equity","0.01","245.05","1,477.00","361,939.48","361,939.48","Industrials","CH0010702154","SIX Swiss Exchange","Switzerland","CHF"
"YPSN","YPSOMED HOLDING AG","Equity","0.01","169.27","2,138.00","361,904.90","361,904.90","Health Care","CH0019396990","SIX Swiss Exchange","Switzerland","CHF"
"ASCN","ASCOM HOLDING AG","Equity","0.01","15.58","23,191.00","361,373.18","361,373.18","Health Care","CH0011339204","SIX Swiss Exchange","Switzerland","CHF"
"CUV","CLINUVEL PHARMACEUTICALS LTD","Equity","0.01","21.13","17,097.00","361,343.83","361,343.83","Health Care","AU000000CUV3","Asx - All Markets","Australia","AUD"
"CLVS","CLOVIS ONCOLOGY INC","Equity","0.01","7.05","51,251.00","361,319.55","361,319.55","Health Care","US1894641000","NASDAQ","United States","USD"
"TPC","TUTOR PERINI CORP","Equity","0.01","19.42","18,559.00","360,415.78","360,415.78","Industrials","US9011091082","New York Stock Exchange Inc.","United States","USD"
"LL","LUMBER LIQUIDATORS HOLDINGS INC","Equity","0.01","26.12","13,796.00","360,351.52","360,351.52","Consumer Discretionary","US55003T1079","New York Stock Exchange Inc.","United States","USD"
"XENT","INTERSECT ENT INC","Equity","0.01","20.98","17,141.00","359,618.18","359,618.18","Health Care","US46071F1030","NASDAQ","United States","USD"
"AMPH","AMPHASTAR PHARMACEUTICALS INC","Equity","0.01","17.68","20,321.00","359,376.88","359,376.88","Health Care","US03209R1032","NASDAQ","United States","USD"
"RMLI","RAMI LEVI CHAIN STORES HASHIKMA MA","Equity","0.01","66.92","5,367.00","359,183.76","359,183.76","Consumer Staples","IL0011042491","Tel Aviv Stock Exchange","Israel","ILS"
"TPW","TEMPLE & WEBSTER GROUP LTD","Equity","0.01","7.46","48,079.00","358,445.17","358,445.17","Consumer Discretionary","AU000000TPW5","Asx - All Markets","Australia","AUD"
"HNGR","HANGER INC","Equity","0.01","24.02","14,929.00","358,594.58","358,594.58","Health Care","US41043F2083","New York Stock Exchange Inc.","United States","USD"
"MND","MONADELPHOUS GROUP LTD","Equity","0.01","8.13","44,097.00","358,430.54","358,430.54","Industrials","AU000000MND5","Asx - All Markets","Australia","AUD"
"NELES","NELES","Equity","0.01","12.91","27,725.00","358,025.63","358,025.63","Industrials","FI4000440664","Nasdaq Omx Helsinki Ltd.","Finland","EUR"
"5930","BUNKA SHUTTER LTD","Equity","0.01","9.30","38,400.00","357,030.92","357,030.92","Industrials","JP3831600006","Tokyo Stock Exchange","Japan","JPY"
"ESPR","ESPERION THERAPEUTICS INC","Equity","0.01","28.69","12,433.00","356,702.77","356,702.77","Health Care","US29664W1053","NASDAQ","United States","USD"
"ONTEX","ONTEX GROUP NV","Equity","0.01","10.65","33,483.00","356,531.88","356,531.88","Consumer Staples","BE0974276082","Nyse Euronext - Euronext Brussels","Belgium","EUR"
"HSN","HANSEN TECHNOLOGIES LTD","Equity","0.01","4.18","85,133.00","356,080.31","356,080.31","Information Technology","AU000000HSN3","Asx - All Markets","Australia","AUD"
"TR","TOOTSIE ROLL INDUSTRIES INC","Equity","0.01","33.39","10,661.00","355,970.79","355,970.79","Consumer Staples","US8905161076","New York Stock Exchange Inc.","United States","USD"
"5202","NIPPON SHEET GLASS LTD","Equity","0.01","5.26","67,700.00","355,911.38","355,911.38","Industrials","JP3686800008","Tokyo Stock Exchange","Japan","JPY"
"MTU","MANITOU BF SA","Equity","0.01","34.51","10,308.00","355,735.39","355,735.39","Industrials","FR0000038606","Nyse Euronext - Euronext Paris","France","EUR"
"6804","HOSIDEN CORP","Equity","0.01","10.36","34,300.00","355,348.44","355,348.44","Information Technology","JP3845800006","Tokyo Stock Exchange","Japan","JPY"
"PDFS","PDF SOLUTIONS INC","Equity","0.01","19.63","18,079.00","354,890.77","354,890.77","Information Technology","US6932821050","NASDAQ","United States","USD"
"SHOT","SCANDIC HOTELS GROUP","Equity","0.01","4.33","81,870.00","354,867.58","354,867.58","Consumer Discretionary","SE0007640156","Nasdaq Omx Nordic","Sweden","SEK"
"8585","ORIENT CORP","Equity","0.01","1.43","248,700.00","354,527.63","354,527.63","Financials","JP3199000005","Tokyo Stock Exchange","Japan","JPY"
"S92","SMA SOLAR TECHNOLOGY AG","Equity","0.01","62.53","5,674.00","354,806.85","354,806.85","Information Technology","DE000A0DJ6J9","Xetra","Germany","EUR"
"FFBC","FIRST FINANCIAL BANCORP","Equity","0.01","24.30","14,585.00","354,415.50","354,415.50","Financials","US3202091092","NASDAQ","United States","USD"
"HUB","HUB24 LTD","Equity","0.01","16.32","21,710.00","354,255.77","354,255.77","Financials","AU000000HUB4","Asx - All Markets","Australia","AUD"
"DNO","DNO","Equity","0.01","1.10","320,809.00","353,577.94","353,577.94","Energy","NO0003921009","Oslo Bors Asa","Norway","NOK"
"NWLI","NATIONAL WESTERN LIFE GROUP INC CL","Equity","0.01","257.30","1,373.00","353,272.90","353,272.90","Financials","US6385171029","NASDAQ","United States","USD"
"AUB","AUBAY SA","Equity","0.01","49.67","7,086.00","351,973.56","351,973.56","Information Technology","FR0000063737","Nyse Euronext - Euronext Paris","France","EUR"
"3673","BROADLEAF LTD","Equity","0.01","5.07","69,300.00","351,109.09","351,109.09","Information Technology","JP3831490002","Tokyo Stock Exchange","Japan","JPY"
"1976","MEISEI INDUSTRIAL LTD","Equity","0.01","7.15","49,100.00","350,857.58","350,857.58","Industrials","JP3918200001","Tokyo Stock Exchange","Japan","JPY"
"GZT","GAZIT GLOBE LTD","Equity","0.01","6.99","50,192.00","350,920.89","350,920.89","Real Estate","IL0001260111","Tel Aviv Stock Exchange","Israel","ILS"
"CAD","CAD CASH","Cash","0.01","79.88","438,637.00","350,390.90","350,390.90","Cash and/or Derivatives","-","-","Canada","CAD"
"SEK","SEK CASH","Cash","0.01","11.48","3,049,496.00","350,056.06","350,056.06","Cash and/or Derivatives","-","-","Sweden","SEK"
"CWEB","CHARLOTTES WEB HLDGS INC","Equity","0.01","4.66","75,126.00","349,869.86","349,869.86","Health Care","CA16106R1091","Toronto Stock Exchange","Canada","CAD"
"MOZN","MOBILEZONE HOLDING AG","Equity","0.01","13.28","26,289.00","349,042.28","349,042.28","Consumer Discretionary","CH0276837694","SIX Swiss Exchange","Switzerland","CHF"
"CASH","META FINANCIAL GROUP INC","Equity","0.01","47.12","7,397.00","348,546.64","348,546.64","Financials","US59100U1088","NASDAQ","United States","USD"
"SAVE","SPIRIT AIRLINES INC","Equity","0.01","37.49","9,297.00","348,544.53","348,544.53","Industrials","US8485771021","New York Stock Exchange Inc.","United States","USD"
"CKF","COLLINS FOODS LTD","Equity","0.01","7.89","44,151.00","348,403.84","348,403.84","Consumer Discretionary","AU000000CKF7","Asx - All Markets","Australia","AUD"
"ILTY","ILLIMITY BANK","Equity","0.01","11.13","31,286.00","348,272.15","348,272.15","Financials","IT0005359192","Borsa Italiana","Italy","EUR"
"8381","SAN IN GODO BANK LTD","Equity","0.01","5.07","68,700.00","348,069.19","348,069.19","Financials","JP3324000003","Tokyo Stock Exchange","Japan","JPY"
"173","K WAH INTERNATIONAL HOLDINGS LTD","Equity","0.01","0.51","679,000.00","346,669.15","346,669.15","Real Estate","BMG5321P1169","Hong Kong Exchanges And Clearing Ltd","Hong Kong","HKD"
"FORTY","FORMULA SYSTEMS LTD","Equity","0.01","89.13","3,891.00","346,812.40","346,812.40","Information Technology","IL0002560162","Tel Aviv Stock Exchange","Israel","ILS"
"CLW","CLEARWATER PAPER CORP","Equity","0.01","37.65","9,211.00","346,794.15","346,794.15","Materials","US18538R1032","New York Stock Exchange Inc.","United States","USD"
"EQN","EQUINITI GROUP PLC","Equity","0.01","1.81","191,929.00","346,653.52","346,653.52","Information Technology","GB00BYWWHR75","London Stock Exchange","United Kingdom","GBP"
"ING","INGHAMS GROUP LTD","Equity","0.01","2.57","134,862.00","346,490.69","346,490.69","Consumer Staples","AU000000ING6","Asx - All Markets","Australia","AUD"
"RUTH","RUTHS HOSPITALITY GROUP INC","Equity","0.01","24.26","14,274.00","346,287.24","346,287.24","Consumer Discretionary","US7833321091","NASDAQ","United States","USD"
"AKW","AKWEL SA","Equity","0.01","36.04","9,599.00","345,990.36","345,990.36","Consumer Discretionary","FR0000053027","Nyse Euronext - Euronext Paris","France","EUR"
